"The  Petitioners  state  that  at  the  time  of  the  impugned  action  of  the  1st  Respondent,","","","","","",""
"they were holding the following positions:","","","","","",""
"Petitioner","Position","","","","Grade  Date  of  Appointment  to  the",""
"","","","","","said position",""
"1st","Assistant","Human","Resources","IIIA","","28.08.2013"
"","","Manager ( Recruitment)","","","",""
"2nd","","Depot Manager (Thalangama)","","IIIA","","16.02.2012"
"3rd","","Chief  Regional  Manager","(Eastern","I","","17.01.2014"
"","Sector)","","","","",""
"4th","","Chief Regional Manager (Ruhuna)","","I","","16.07.2014"
"5th","Regional","Operations","Manager","IIIA","","23.05.2014"
"","(Ruhuna)","","","","",""
"6th","","Chief Regional Manager (Kandy)","","I","","03.06.2014"
"7th","Regional","Operations","Manager","IIIA","","14.08.2014"
"","(North Western)","","","","",""
"8th","","Deputy Human Resources Manager","","I","","01.09.2014"
"9th","Assistant","Human","Resources","IIIA","","01.09.2014"
"","","Manager ( Disciplinary)","","","",""
"10th","Regional","Operations","Manager","IIIA","","09.12.2011"
"","(Gampaha)","","","","",""
"11th","","Chief  Regional  Manager","(Nuwara","II","","20.06.2014"
"","Eliya)","","","","",""
