"17.","Sudath Jayasekara,"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"18.","Sanath Karunanayake,"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"19.","L.C.K. Pathirana"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"20.","M.G. Punchihewa,"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"21.","Kapila Nalaka Samarasinghe,"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"22.","Safraf Samsudeen,"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"23.","P.H. Sugathadasa,"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"24.","Prof. NJ. de S. Amarasinghe,"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"25.","P.S. Kalugama,"
"","Secretary of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
"26.","S.A. Andrahennadi,"
"","Member of the Senate,"
"","University of Ruhuna,"
"","Wellamadama, Mathara."
