"","","","2",""
"","Before:","Vijith K.  Malalgoda PC J (PICA) &","",""
"","","H.C.J. Madawala J","",""
"","Counsel:","D.P Kumarasinghe PC with Mahendra Kumarasinghe and Jayarani Kumarasinghe","",""
"\","","","",""
"I","","for the Petitioner","",""
"I","","","",""
"I","","Manohara Jayasinghe SC for Respondents","",""
"j","","","",""
"I","","","",""
"I","","","",""
"","Argued on:  11.08.2015","","",""
"","Written Submissions on:  28.10.2015","","",""
"","","","",""
"I i","Order on: 03.02.2016","","",""
"I ~","","","",""
"","Order","","",""
"","Vijith K.  MaJalgoda PC J","","",""
"","","","",""
"","","Petitioner  to  the  present  application  JV Goakal  (Ceylon)  Private  Limited  had  come  before  this  court","","I"
"","seeking inter alia,","","",""
"","","a)  A mandate  in the  nature of a Writ of Certiorari quashing the direction dated 19.09.2012 (P-","",""
"","","30) of the  151  and 2nd  Respondents to  the Petitioner to pay the amount of Rs.  627200/-","",""
"","","b)  A  mandate  in  the  nature  of a  Writ  of Prohibition,  prohibiting  the  151  and  2nd  Respondents","",""
"","","from  seeking to recover any money as EPF contributions in respect of the 3rd  Respondent.","",""
"","","Petitioner  a  limited  liability  company  duly  incorporated  in  Sri  Lanka  is  a  fully  owned  subsidiary  of","",""
"","","J.V.  Overseas Trading Limited a Company based  in Dubai.  According to  the  Petitioner, the  Petitioner","",""
"","","Company  was  established  in  the  year  2003  with  an  initial  investment  of US  $  5  Million  and  was","",""
"","","engaged in  the business of processing, blending, packing and exporting value added Sri Lankan tea.","",""
