"Before:","Arjuna Obeyesekere, J / President of the Court of Appeal"
"C
ounsel:","Uditha  Egalahewa,  P.C.,  with  Damitha  Karunaratne  and  Vishva"
"","Vimukthi for the Petitioner"
"","I
kram  Mohammed,  P.C.,  with  Roshaan  Hettiarachchi  and  Vinura"
"","Jayawardena for the 1st Respondent"
"","K
uvera De Zoysa, P.C., with Nishan Premathiratne, Ameer Maharoof"
"","and Krishan Fernandopulle for the 2nd Respondent"
"","F
aisz Musthapha, P.C., with Hemasiri Withanachchi for the 9th, 32nd,"
"","35th – 40th, 46th, 49th, 50th, 120th, 193rd – 195th Respondents"
"","G
amini  Marapana, 
P.C,  with  Navin  Marapana, 
P.C.,  Uchitha"
"","Wickremasinghe, Thanuja Meegahawatte and Saumya Hettiarachchi"
"","for the 42nd Respondent"
"","M
.U.M.  Ali 
Sabry,  P.C.,  with  Ruwantha  Cooray 
for 
the  156th"
"","Respondent"
"","R
omesh  De  Silva,  P.C.,  with  Chandimal  Mendis,  Sharafi  Mohideen"
"","and Sarasi Paranamanna for the 184th –192nd and 197th Respondents"
"Written","Tendered  on  behalf  of  the  Petitioner  on  9th  December  2019  and"
"Submissions:","13th July 2020"
"","Tendered  on  behalf  of  the  1st  Respondent  on  27th  November  2019"
"","and 14th July 2020"
