"","instance, and failure to do so in the present case, the Petitioners allege","","","","","","","",""
"","that  they  have  been  discriminated  and  such  treatment  violates  equal","","","","","","","",""
"","protection guaranteed to them by Article 12(1).","","","","","","","",""
"1","2) The Respondents, in response, submit that the reason for the such","","","","","","","",""
"","consideration in the grant of route permits for the Nittambuwa-Moratuwa","","","","","","","",""
"","is that the highest bidder's price (Rs. 8,600, 000) was 129% higher than","","","","","","","",""
"","the  second  highest  bidder's  bid  price  (Rs.  3,755,500).  In  that  instance,","","","","","","","",""
"","the  Procurement  Committee,  upon  being  informed  by  the  successive","","","","","","","",""
"","bidders that the permit charge was excessively high and being requested","","","","","","","",""
"","that the permit price be offered at the second highest bid price, decided","","","","","","","",""
"","the  amount","","to  be  excessively  high.  The  meeting  minutes  of","","","","","","the"
"","Procurement Committee (marked R15') reflect  the  above reasoning. The","","","","","","","",""
"","Respondents submit that in the present case, the highest bidder's price","","","","","","","",""
"","(Rs. 8,500,000) was only 13.33% higher than the second highest bidder's","","","","","","","",""
"","price  (Rs.  7,500,000).  The  Respondents  submit  that  the  Procurement","","","","","","","",""
"","Committee did not consider this disparity 'excessively high'.","","","","","","","",""
"1","3)  The  Petitioners  have  produced  no  material  before  this  court  which","","","","","","","",""
"","indicates mala fides on the part of the Procurement Committee and the","","","","","","","",""
"","Respondent Authority. Neither have the Petitioners adduced any material","","","","","","","",""
"","substantiating the claim that the Respondents exercised their discretion","","","","","","","",""
"","in a manner that is abusive of such power, or contrary to law. It must be","","","","","","","",""
"","stated that although discretion should be exercised equitably, discretion","","","","","","","",""
"itself","is","subjective","in","that","every  decision","is","subject","to","related"
"","circumstances and facts. The Right to Equality enshrined in Article 12(1)","","","","","","","",""
"","is  violated","","in  administrative  matters  where  procedural","","","","","fairness","is"
"","deprived.  His  Lordship  Justice  Raja  Fernando  succinctly  stated  this","","","","","","","",""
"","court's  view  on  the  application  of  Administrative  Guidelines  and  their","","","","","","","",""
"","relation to fairness and equality in Samaraweera v. The People's Bank","","","","","","","",""
"","and Others (2007] 2 SLR 362.","","","","","","","",""
"","","","","Page 8 of 10","","","","",""
