"11.","Siril Dharmawardana"
"","Member of the Board of Management"
"","Southern Provincial Development Authority,"
"","Baladaksha Mawatha,"
"","Galle."
"12.","S.P. Widura Prasanna"
"","Member of the Board of Management"
"","Southern Provincial Development Authority,"
"","Baladaksha Mawatha,"
"","Galle."
"13.","Chandrika Malepathirana"
"","Acting Director General"
"","Southern Provincial Development Authority,"
"","Baladaksha Mawatha,"
"","Galle."
"14.","K.V.D.S.N Kumara"
"","Former Chairman"
"","Southern Provincial Development Authority,"
"","Baladaksha Mawatha,"
"","Galle."
"15.","Rajitha Keerthi Tennakoon"
"","Former Governor"
"","Southern Province and presently holding the"
"","office of Governor, Central Province"
"","Governor's Office"
"","P.O. Box 06"
"","Kandy"
"16.","Hemal Gunasekara"
"","Governor"
"","Southern Province Governor's Office"
"","Lower Dickson Road,"
"","Galle"
