"---------------------","",""
"0","1.","පෙත්සපේ  2වන  පෙදපසේ  සදහන්  ප්‍රසිද්ද  පනාතාරිසේ  එේ.  එල්.  එේ.    වික්‍රමසිිංහ"
"","","මහතා  විසින්  1960.3.10  වන  දින  සහතික  කරනලද  අිංක  1995  දරණ  අන්තීම"
"","","කැමැති ෙත්‍රය, පහන්රි විල්සන් දහනායකපේ අවසාන කැමැති  ෙත්‍රයද?"
"0","2.","ඒක  විල්සන්  දහනායක,  පෙත්සපේ  උෙ  පල්ඛණපේ  සදහන්  පද්ෙල  තබා  මිය"
"","","ගිපේද?"
"0","3.","ඉහත  සදහන්  නඩුපේ  අන්තිම  නැමැති    ෙත්‍රය  ඒක    පහන්රි  විල්සන්  දහනායක"
"","","ජීවත්ව සිටි කාලපේදී ඉල්ලා අසේකර පෙන පහෝ අවලිංගු කරපෙන ඇත්ද?"
"0","4.","ඉහත  සදහන්  පහන්රි  විල්සන්  දහනායකපේ  දියණිය  වන  මිංෙලා  පෙපර්රා"
"","","1991.1.2.  වන  දින  පෙත්සපේ  7වන  පේදපසේ  සදහන්  උරුමකරුවන්  තබා  මිය"
"","","පොසේ ඇද්ද?"
"0","5.","එහි මිංෙලා පෙපර්රා ඉහත සදහන් පෙත්සපේ 2වන පෙදපසේ  සදහන් ෙරිදි 1995"
"","","දරණ,  මිය  ගිය  විල්සන්  දහනායකපේ  අන්තීම  නැමැති  ෙත්‍රපයන්  පොල්මඃකරු"
"","","වශපයන් ෙත්තර ඇත්ද?"
"0","6.","එහි  මිංෙලා  පෙපර්රා  මිය  යාපමන්  ෙසුව  ඇයට  එහී  විල්සන්  දහනායකපේ"
"","","බුදලපයන්  ලැපබන  පද්ෙල  පෙත්සේකරුට  පමම  අද්මිනිසේත්‍රාසි  බලෙත්‍රය  ලබා"
"","","ෙැනීමට අයිතියක් ඇද්ද?"
"0","7.","ඉහත  සදහන්  විණිසඳිය  යුතු  ප්‍රශේණවලට  පිලිතුරු  පෙත්සේකරුපේ  වාසියට"
"","","ලැපේ නේ, පෙත්සේකරුට ඉල්ලා ඇති සහන ලබා ෙත හැකිද?"
