"two-fold, namely;","","","","","","",""
"","a)  Both the learned High Court Judge of Hambantota as well as the learned","","","","","",""
"","Magistrate  of  Hambantota  had  failed  to  consider  that  under  the  section","","","","","",""
"","8(1)  and  (2)  of  the  Act,  the  learned  Magistrate  has  the  power  only  to","","","","","",""
"execute 
the","decision 
of","","the  Commissioner  General","","","of","Agrarian"
"Development","and  hence,","the","order","of","the","learned  Magistrate","of"
"","Hambantota dated 30.09.2024 (P11) is bad in law inasmuch as the order","","","","","",""
"","is  based  on  an  application  made  to  Court  (P10)  by  the  Aggrieved  Party","","","","","",""
"","seeking eviction of the Petitioner from the occupation of the extent of the","","","","","",""
"","paddy land and to deliver the possession thereof to the Aggrieved Party,","","","","","",""
"","for; the Aggrieved Party has no authority to make an application as such","","","","","",""
"","to Court, but, in terms of section 8(1) of the Act, it is the Commissioner","","","","","",""
"","General  of  Agrarian  Development  who  has  lawful  authority  to  make  an","","","","","",""
"","application to Court seeking eviction of  a person from the occupation of","","","","","",""
"","the extent of the paddy land and to deliver the possession thereof to the","","","","","",""
"","person  specified  in  the  written  report  presented  to  Magistrate  Court  by","","","","","",""
"","the Commissioner General of Agrarian Development under section 8(1) of","","","","","",""
"the Act;","","","","","","",""
"","b)  Both the learned High Court Judge of Hambantota as well as the learned","","","","","",""
"","Magistrate  of  Hambantota  had  failed  to  consider  that  the  Commissioner","","","","","",""
"","General  of  Agrarian  Development  is  the  authority  to  identify  the  paddy","","","","","",""
"","land which is in dispute and without his opinion and/or clarification, the","","","","","",""
"","learned Magistrate  has no power to make Eviction order contrary to the","","","","","",""
"contents 
in","the  application","","filed  by","","the  Commissioner  General  of","",""
"","Agrarian  Development  before  the  Magistrate  Court  under  section  8(1)  of","","","","","",""
"the Act.","","","","","","",""
