"","","2",""
"Before","Vijith K.  Malalgoda PC J (PICA)  &","",""
"","H. C. J.  Madawala","",""
"Counsel:","Amila Palliyage with Eranda Sinharage for the Accused-Appellant,","",""
"","Dappula de  Livera PC, ASG for the  A.G.","",""
"Argued On:  14.09.2015, 15.09.2015","","",""
"Order On:  13.11.2015","","",""
"Order","","",""
"Vijith K. Malalgoda PC J (PICA)","","",""
"","The  Accused-Appellant  was  indicted  before  the  High  Court  of Colombo  for  procession  of 0.896","",""
"","grams  of  Heroin,  an  offence  punishable  under  section  54A  (d)  of  the  Poisons  Opium  and","",""
"Dangerous Drugs Ordinance as  amended by Act No  13 of 1984.","","",""
"","The arrest pertaining to this case was carried out by the  officers of the  Police  Narcotic Bureau and","",""
"","IP  Nihal  Perera  and  PC  17377  Ranil  from  the  Police  Narcotic  Bureau  had  given  evidence  at  the","",""
"trial with regard to  the said arrest.","","",""
"The prosecution version of this case can be summarized as follows,","","",""
"","On 31st  July 2001  when IP  Nihal  Perera was at  the  Police  Narcotic Bureau, at  15.40 hours","",""
"","PC17377  Rani!  had  informed  him  of an  information  he  received  through  an  informant.  The  said","",""
"information refers to  a drug dealer from  Kithulwatta Lane, Borella.","","",""
"","","","f"
"","","","I"
