"I","","","",""
"\","","","",""
"I ~","","","",""
"I","","","",""
"","IN THE COURT OF APPEAL OF THE  DEMOCRATIC SOCIALIST REPUBLIC OF SRI  LANKA","","",""
"","","","",""
"I","In 
the  matter  of  an 
appeal","under  High  Court","",""
"I","","","",""
"","","","",""
"I","","Special  Provision Act No:  19 of 1990 read with Article","",""
"","154 
(P) 
(6) 
of 
the 
constitution","of","the",""
"1","","","",""
"","","","",""
"l","Democratic Socialist Republic of Sri  Lanka.","","",""
"Case No. C.A.  (PHC)  68/2010","","","",""
"High Court of Civil Appeals Kegalle","P.R.Madduma  Banda","","",""
"Case No: 90/2009/Writ","Pa""iyaporuwa,Hemmathagama.","","",""
"","","Petitioner-Appellant","",""
"","Vs.","","",""
"","1.  Mawane""a Hemmathagama","","",""
"","Multipurposes Co-operative Society,","","",""
"","Mawane""a.","","",""
"","2.  W.Karunathilake","","",""
"","Doranuwa,Ruwanwella.","","",""
"","3.  P.Sunil  Premachandra","","",""
"","","","",""
"","Commissioner/Registrar for Co-operative","","","\"
"","","","","t"
"","","","",""
"s","Development","","",""
"~","","","",""
"","Sabaragamuwa Provincial Council,","","",""
"1","","","",""
"","","","",""
"l","","","","!"
"","","","",""
"I I","New Town,Rathnapura.","","","I"
"","","","",""
"","3A.  Commissioner/Registrar,","","","t"
"","","","",""
"","Co-operative Development,","","","I"
"","Sabaradamuwa  Provincial Council,","","","I"
"","","","",""
"","New Town,Rathnapura.","","","I"
"","","Respondents-Respondents","",""
"","Page 1 of 5","","",""
"","","","","l"
