"","2","","",""
"","RESPONDENT","-","PETITIONER","-"
"","APPELLANT","","",""
"","-Vs-","","",""
"","","1.  Edirimannage Gunapala,","",""
"","","Acting  Deputy Commissioner of Labour,","",""
"","","Department of Labour,","",""
"","Colombo 05.","","",""
"","COMPLAINANT","-","RESPONDENT","-"
"","RESPONDENT","","",""
"","","2.  Hon.  Attorney General","",""
"","","Attorney General's Department,","",""
"","Colombo  12.","","",""
"","","RESPONDENT - RESPONDENT","",""
"Before:","P.  Padman Surasena J (PIC A)","","",""
"","K K Wickremasinghe J","","",""
