"","3","","",""
"Counsel:","W  Dayaratne  with  R  Jayawardena","for","the  Respondent","-"
"","Petitioner - Appellant.","","",""
"","","Manohara Jayasinghe SC for the Complainant - Respondent -","",""
"","","Respondent and  Respondent - Respondent","",""
"Argued  on:  2017-08-02","","","",""
"Decided  on:  2018-06-22","","","",""
"P Pad man Surasena J","","","",""
"The Complainant - Respondent - Respondent (hereinafter sometimes","","","",""
"","referred  to as the  1st  Respondent)  had  issued a notice under section 46 (3)","","",""
"","of the Wages  Boards Ordinance on the Respondent - Petitioner - Appellant","","",""
"","(hereinafter sometimes referred  to as the Appellant) calling  upon  it to pay","","",""
"","Rs.  111,096,0/= as wages of its employees before 2006-07-19. The said","","",""
"","notice has been  produced  in the Provincial  High Court marked  e:>  4.","","",""
"","Thereafter, as the Appellant did  not comply with the said direction, the  1st","","",""
"","Respondent had  instituted proceedings in the Magistrate's Court by filing a","","",""
