"","IN THE COURT OF APPEAL OF THE DEMOCRATIC SOCIALIST","","","","",""
"","","","REPUBLIC OF SRI LANKA.","","",""
"","","","","","In the matter of an Appeal from the",""
"","","","","","High Court of Provinces established",""
"","","","","","in terms of relevant article 145P (6)",""
"","","","","","of  the  Constitution  of  Democratic",""
"","","","","Socialist 
Republic","of 
Sri","Lanka"
"","","","","against","the  order  of 
the","case"
"","","","","","bearing No. HCRA 101/2015 of the",""
"","","","","High 
Court 
of","Galle","dated"
"Court","of","Appeal","Case","No:","",""
"","","","","20/11/2017.","",""
"CA (PHC) 198 /2017","","","","","",""
"Provincial High  Court  of  Galle Case","","","","Officer – in –Charge","",""
"No: PHC Galle Rev 101/15","","","","","",""
"","","","","Police Station","",""
"","","","","Poddhala.","",""
"Magistrates of Galle Case No: 14730","","","","","",""
