"","drawn which is consistent with the innocence of the accused,  then one cannot say that",""
"","","t ,"
"","","i"
"","the charges have been proved beyond reasonable doubt.","!"
"","","!"
"","","!"
"3.","If upon  a  consideration  of the  proved  items  of circumstantial  evidence,  if the  only",""
"","inference  that  can be  drawn  is  that  the  accused  committed  the  offence  then  they  can",""
"","","\"
"","",""
"","be found guilty.","t"
"","",""
"4.","The  prosecution  must  prove 
that  no  one  else  other 
than 
the  accused  had 
the","t"
"","",""
"","opportunity of committing the offence, the  accused can be found guilty only and only","I"
"","",""
"","if  the  proved 
items  of  circumstantial  evidence 
is  consistent  with 
their  guilt  and","I"
"","inconsistent with their innocence.","J"
"","","I"
