"I","","","",""
"","","Since the Prosecutrix gives contradictory evidence,  her credibility becomes  questionable.","",""
"","","Can  a court rely on this contradictory evidence and  find the appellant guilty.","",""
"","","In  Pantis vs. The Attorney General,  1998 (2)  Sri  L.R.  148 Wijeratne J held;","",""
"","","1.  The Judge should have avoided using such language as the burden of proof is","",""
"","","always on the prosecution to prove its case beyond reasonable doubt and no such","",""
"","","duty is cast on the accused and it is sufficient for the accused to give an explanation","",""
"","","which satisfies Court or at least is sufficient to create a reasonable doubt as to his","",""
"","gUilt","","",""
"","","2.  As the trial Judge  was a  trained Judge  who  would have been aware  that the","",""
"","","burden of proof was on the prosecution to prove its case beyond reasonable doubt","",""
"","","If a reasonable  doubt was  created in  his mind as to  the guilt of the accused he","",""
"","","would have given the benefit of that doubt to the accused and acquitted hirn","",""
"","","The other grounds of appeal also make us to reconsider the acceptability of the conviction","",""
"","","especially the way the witness for the defence was  rejected.","",""
"","","After carefully considering all  submissions, evidence and  all  other materials we are  of the","",""
"","","view that the prosecution  had  not proved  the  case  beyond  reasonable  doubt,  hence  we","",""
"","","find  the  conviction  cannot  be  accepted.  Therefore,  we  quash  the  conviction  and  acquit","",""
"","the appellant.","","",""
"","Appeal allowed.","","",""
"","","","JUDGE OF THE  COURT OF APPEAL",""
"","s. Devika de L.  Tennekoon, J","","",""
"","","I agree,","",""
"","","","","JUDGE OF THE COURT OF APPEAL"
"","CA/B/20IS","","JUDGMENT","Page 7 of7"
