"","","4"
"21.  Harin Fernando,","",""
"","Member,",""
"","Uva  Provincial Council.",""
"22.  D.  Rudradeepan,","",""
"","Member,",""
"","Uva  Provincial Council.",""
"23.  D.  S.  Jayantha Kannangara,","",""
"","Member,",""
"","Uva  Provincial Council.",""
"24.  U. D. Samaraweera,","",""
"","Member,",""
"","Uva  Provincial Council.",""
"25.  Ravindra Samaraweera,","",""
"","Member,",""
"","Uva  Provincial Council.",""
"26.  N.K. Senarath Jayasuriya,","",""
"","Member,",""
"","Uva  Provincial Council.",""
"27.  H.M. Upali Senathne,","",""
"","Member,",""
"","Uva  Provincial Council.",""
"28.  R.M.Rathnayake,","",""
"","Member,",""
"","Uva  Provincial Council.",""
"29.","J.M.Ananda Kumarasiri,",""
"","Member,",""
"","Uva  Provincial Council.",""
"30.  H.W.M.Darmasena,","",""
