"•","• •",""
"","","Therefore,  we  set aside  the  conviction  entered  by  the  learned  High"
"","","Court  judge  on 
the  Accused-Appellant  for 
the  charge  of  murder  and"
"","","reduce 
the  culpability  to  culpable  homicide  not  amounting  to  murder"
"","","under the general exception of grave and sudden provocation."
"","","Having  considered the circumstances,  attendant with  the incident"
"","","and  also  the 
time  period, 
the  Accused-Appellant  had  spent in  remand,"
"","","we  impose 
13 year period of rigorous imprisonment to  be 
effective  from"
"","","his 
date  of  conviction 
i.e.  28.03.2012.He  will  be 
imposed  a 
fine  of"
"","","Rs.5000 / -
in default,  there will  be a  six months of simple imprisonment."
"","","If 
the 
imprisonment  on  default 
term 
is  carried  out 
that  has 
to  be"
"","","considered as a  concurrent sentence."
"","","The appeal of the Accused-Appellant is  partly allowed."
"","","JUDGE OF THE COURT OF APPEAL"
"","","Hon.  Justice Devika Abeyratne"
"","","I agree"
"","","JUDGE OF THE COURT OF APPEAL"
"","","CN / -"
"","","3"
