"","","05  and 06 while the  1 st Accused had pleaded guilty to all 6 counts.","","","","","","",""
"","","The counts  1, 5 and 6 are as  follows;","","","","","","",""
"","","Count No. 01","","","","","","",""
"","","Both  the  Accused  did  between  26th  August  2005  and  6th  September  2005","","","","","","",""
"","","cheat  and  thereby  induce  the  Manager  of Credit-Singer  Finance  to  deliver","","","","","","",""
"f","","","","","","","","",""
"","Rs.","6,500,0001=","to","a","third  party","and","thereby","committed","an  offence"
"1","","","","","","","","",""
"","","punishable under section 403  read with section 32 of the Penal Code.","","","","","","",""
"1","","","","","","","","",""
"J","","","","","","","","",""
"","","Count No.  05","","","","","","",""
"1","","","","","","","","",""
"","","","","","","","","",""
"I ! 1","","Both  the  Accused  did  on  or  about  30th  November  2005  draw  the  cheque","","","","","","",""
"","","bearing No.  549435  for Rs.  332,4501= knowing that there were no sufficient","","","","","","",""
"1","","","","","","","","",""
"{","","","","","","","","",""
"","","funds  in  the  account  to  honour  such  cheque  thereby  committed  an  offence","","","","","","",""
