"..","","","",""
"","","IN THE COURT OF APPEAL OF THE DEMOCRATIC","",""
"","","SOCIALIST REPUBLIC OF SRI LANKA","",""
"","","","","In  the  matter  of an  appeal  made"
"","","","under  Article  154P(6)","read  with"
"","","","","Article  138  of the  Constitution  of"
"","","","","The Dem""ocratic Socialist Republic"
"","","","of Sri Lanka",""
"","","","Mannalage Sirisena",""
"","","","Resident Project Manager,",""
"","","","Mahaweli Authority of Sri  Lanka,",""
"","","","Digana.",""
"","","","","Applicant"
"","CA (PHC) No: 94/2007","Vs,","",""
"","","","Weerappan  Kitnasamy Suppaiah",""
"","","","Dharmalingam,",""
"","","","No. 27,",""
"","","","Ambakote,",""
"","","","Kengalle.",""
"","","","","Respondent"
"","","AND NOW BETWEEN","",""
"","","","1.  Weerappan  Kitnasamy Suppaiah",""
"","","","Dharmalingum,",""
"","","","No.  27,",""
"","","","Ambakote,",""
"","","","Kengalle.",""
"","","","","Respondent - Petitioner"
"","","","2.  M.  S.  R Saraswathie Devi,",""
"","","","No. 27,",""
"","","","Ambakote,",""
"","","","Kengalle.",""
"","","","","Petitioner"
"","CA(PHC) 94/2007","JUDGMENT","","Page  1 of 5"
