"","","","8","",""
"I","do  not  think  that  the  Judgment  of  the  High  Court  is  ex  facie","","","",""
"erroneous,  as  the  learned  counsel  for  the  petitioner  submits.","","","","",""
"According","to","the","facts  and  circumstances  of","this  case,","the"
"Judgment of the High Court is correct.","","","","",""
"I dismiss the revision application with costs.","","","","",""
"","","","","y",""
"","","","o","p",""
"","","","","",""
"","","","","",""
"A","","","C","Judge of the Court of Appeal",""
"",".L. Shiran Gooneratne, J.","","","",""
"I agree.","","","","",""
"","","","","",""
"","","","W","Website Copy",""
