"1","",""
"t","",""
"I","",""
"\","",""
"","","2.  Director General,"
"","","Mahaweli Authority of Sri"
"","","Lanka,"
"","","No.50, T.B. Jaya Mawatha,"
"","","Colombo  10."
"","","3. The Secretary,"
"","","Ministry of Mahaweli and"
"","","Irrigation,"
"","","Mahaweli Authority of Sri"
"","","Lanka,"
"","","No.50, T.B.  Jaya Mawatha,"
"","","Colombo  10."
"I ! 
•","",""
"","","4.  P.H.M.  Asanka Gunathilake,"
"","","President Project Manager,"
"","","Mahaweli Authority of Sri"
"","","Lanka,"
"","","Walawe Special Area,"
"","","EGmbilipiti)Ta."
"","","5.  A.  Kodituwakku"
"","","Divisional Manager,"
"","","Mahaweli Authority of Sri"
"","","Lanka,"
"","","Agunakolapelessa."
"","","6.  Hon.  Attorney General,"
"","","Attorney General's"
"","","Department,"
"","","Colombo  12."
"","","Respondents"
"","2",""
