"","","","","","","","","","","4"
"","suspects. At the  guest house  he  recovered  the  passports belonging to  the  suspects and  identified them","","","","","","","","",""
"","as  Chinese  National and also  arrested three other Chinese ladies who said to  have travelled along with","","","","","","","","",""
"","them on that day.  When searched the van in which the said suspects have travelled, he  observed blood","","","","","","","","",""
"","in some of the carpets of the  van and  the  said carpets too were  taken into custody with the  van and  its","","","","","","","","",""
"","driver.  Even  though  the  three-wheeler  driver  was  not  immediately  arrested,  the  said  driver  too  had","","","","","","","","",""
"","surrendered to  the police thereafter.","","","","","","","","",""
"The","post","mortem","was","conducted","by","the","Consultant","Judicial  Medical","Officer","Kandy"
"","Dr.  A.  B.  Senevirathne  and  the  subsequent  investigation was  handed  over to  Dehiwala Police  since  it","","","","","","","","",""
"was transpired that the offence had committed at a Chinese Restaurant in Dehiwala.","","","","","","","","","",""
"","According to  the  investigations carried out by the  officers of Dehiwala Police,  they managed to  open","","","","","","","","",""
"","the  gate  with the  help of the  keys  they  recovered  from  the  suspects but could not  open the  main door","","","","","","","","",""
"","with the keys and therefore they had to  break open the main door.","","","","","","","","",""
"","When the officers searched the house they observed some patches of blood covered with carpets in  the","","","","","","","","",""
"","ground floor  and  some patches of blood inside  the  bathroom of the  same  floor.  Two  knifes were  also","","","","","","","","",""
"","recovered with blood and the Chinese National Identity Card of the deceased person too was recovered","","","","","","","","",""
"","from  the  said premises.","","","","","","","","",""
"","A  neighbor  of the  Chinese  Restaurant  one  Cicil  Fernando  had  identified  the  deceased  as  a  person","","","","","","","","",""
"","whom  he  had  seen  at  the  restaurant  and  he  referred  to  an  incident  took  place  few  days  prior,  where","","","","","","","","",""
"","they rushed the deceased to Delmon hospital with some injuries for treatment.","","","","","","","","",""
"","During the  investigations  it  was further  revealed  that  the  15t  and  the  2nd  male  suspects  and  the  4th  and","","","","","","","","",""
"","the  5th  female  suspects  are  employees  of the  Chinese  Restaurant  where  as  the  3rd  is  the  owner of the","","","","","","","","",""
"","Restaurant.","","","","","","","","",""
