"4","",""
"","12.","K.M.H.W. Bandara,"
"","","Secretary of the Urban Council of"
"","Nawalapitiya,",""
"","","Urban Council of Nawalapitiya,"
"","Nawalapitiya.",""
"","","Formerly"
"","","The Municipal Council Commissioner,"
"","","Nuwara Eliya Municipal Council,"
"","Nuwara Eliya.",""
"","13.","K.A. Vidura Sampath,"
"","","Assistant Commissioner of Local"
"","","Government - Nuwara Eliya,"
"","","Office of the Assistant Commissioner"
"","","of Local Government – Nuwara Eliya,"
"","Nuwara Eliya,",""
"","Bambarakale,",""
"","Nuwara Eliya.",""
