"","3","",""
"7","","Ms. Charmane Madurasinghe",""
"","Member","",""
"","","National Police Commission",""
"","","Rotunda Tower Level  3",""
"","","109, Galle Road,",""
"","","Colombo-03.",""
"","8.  Nihal Jayamanne","",""
"","","Member,",""
"","","National Police Commission",""
"","","Rotunda Tower Level  3",""
"","","Colombo-03",""
"","9.  M.M.M. Mawjood","",""
"","","Member,",""
"","","National Police Commission",""
"","","Rotunda Tower Level 3",""
"","","109, Galle Road",""
"","","Colombo-03",""
"","10.5. Amarasekera","",""
"","","Secretary,",""
"","","of 
Highways 
and 
Ministry","Road"
"","","Development",""
"","","9th  Floor, Sethsiripaya",""
"","","Battaramulla",""
