"•","",""
"","8",""
"","a half. The Petitioner has not even attempted to explain the said delay. Thus,",""
"","the  Petitioner  is  guilty of inordinate  delay  which  affects  his  application  and",""
"","calls for dismissal on  that ground alone.",""
"","In these circumstances, this Court decides not to issue  notices on  the",""
"","Respondents.  This Court proceeds to dismiss this application without costs.",""
"","","i"
"","","I"
"","","\"
"","","I i"
"","","I ;,-"
"","","1"
"","PRESIDENT OF THE COURT OF APPEAL",""
"","A L Shira"" Gooneratna J",""
"","I  agree,",""
"","JUDGE OF THE COURT OF APPEAL",""
