"Intention","is","","the  essence  of  the  crime.  A  distinction  must  be  drawn","","","","","","","","f"
"","","","","","","","","","","","I"
"between","","preparation  and","","","attempt.  The","","act  must","","be","sufficiently",""
"","proximate to the actual commission of the act.","","","","","","","","","",""
"","In  the  instant case  there  is  clear  evidence  to show that the victim  was","","","","","","","","","",""
"","shot at when  he was  coming home in  the night, in the dark with the aid","","","","","","","","","",""
"","of the light of a torch. There is  evidence  in  this case to prove that a gun","","","","","","","","","",""
"","","","","","","","","","","","\"
"","shot was  in fact fired at him. The  evidence led  in this case  also establish","","","","","","","","","",""
"the fact that the victim was  shot at close  range.  The  witness had  stated","","","","","","","","","","",""
"that","the","distance","was","about","12","to","13","feet.","The","doctor",""
"","","","","","","","","","","","\"
"","M.Sivasubramanium  who examined the witness also had  confirmed the","","","","","","","","","",""
"","fact that the victim  have  been  shot at from  a very close  range  one feet","","","","","","","","","",""
"","or  maximum  three  feet  away  from  the  victim.  The  doctor had  further","","","","","","","","","",""
"","stated that the injured area  was about 4x4 square inches.  It was spread","","","","","","","","","",""
"","at the elbow area  of the right arm and the at the chest area  of the right","","","","","","","","","",""
"","side. The said  burning injuries and  abrasions were due to the striking of","","","","","","","","","",""
"","unburned  and  heated gun  powder and  other waste  when  the gun  was","","","","","","","","","",""
