"BEFORE",":","K. PRIYANTHA FERNANDO, J. (P/CA)"
"","","WICKUM A. KALUARACHCHI, J."
"COUNSEL",":","Anuja Premaratna, PC with Nayana"
"","","Dissanayake, Imasha Senadeera,"
"","","Ishan Madawa, Senal Matugama,"
"","","Shonal de Silva, Ramith"
"","","Dunusinghe and Vivendra"
"","","Ratnayake for the Accused –"
"","","Appellants."
"","","R
iyaz Bary, Deputy Solicitor General"
"","","for the Respondent."
"A
RGUED ON",":","21.11.2022"
"W","RITTEN SUBMISSIONS",""
"FILED ON",":","16.02.2021 by the 1st and the 2nd"
"","","Accused–Appellants."
"","","21.01.2020 by the 1st Accused–"
"","","Appellant."
