"The  Counsel","for","the  respondents  submitted","","","","that","the  suspect  had",""
"pending  and  previous  cases  of  similar  nature  which  the  suspect  has","","","","","","","",""
"failed  to  disclose  in  the  petition,  which  the  Counsel  for  the  suspect","","","","","","","",""
"admitted. The Counsel for the respondents further submitted that  the","","","","","","","",""
"IB  extracts  have  been  handed  over  and  the","","","","","","indictment  would  be","",""
"forwarded in due course.","","","","","","","",""
"But","the  Counsel","for","the","suspect","strenuously","submitted","that","the"
"evidence against the suspect is insufficient to secure a conviction.","","","","","","","",""
"Therefore  at  this  juncture  what  this  Court  has  to  consider  is  whether","","","","","","","",""
"this Court can consider evidence in a case in an application for bail.","","","","","","","",""
"The  suspect  in  the  instant  matter  has  been  taken  in  to  custody  under","","","","","","","",""
"the provisions of the Poisons Opium and Dangerous Drugs Act No. 13 of","","","","","","","",""
"1984, according to which bail can be considered under Section 83 of the","","","","","","","",""
"said act only upon exceptional circumstances. The term exceptional has","","","","","","","",""
"not  been  defined  in  the  act  but  in  several  of  our  decided  cases  many","","","","","","","",""
"instances have been decided to be exceptional, such as","","","","","","","",""
