"","","Vs.","",""
"","","","","Officer in Charge"
"","","","Police Station",""
"","","","","Minor Offence Branch"
"","","","Kandy.",""
"","","","","Complainant-Appellant-Respondent"
"","","","","1.  The Honourable Attorney General"
"","","","","Attorney General’s Department"
"","","","","Colombo 12"
"","","","","Appellant-Respondent"
"BEFORE","",":","","Menaka Wijesundera J"
"","","","","Neil Iddawala J"
"COUNSEL","",":","","Nalin Ladduwahetty PC with Thusitha"
"","","","","Ranasinghe, Hafeel Fariz and"
"","","","","Ms L Ubeysekera for the Petitioners"
"","","","A","noopa de Silva SSC for the"
"","","","Respondents.",""
"A","rgued on",":","2","6.01.2022"
"D","ecided on",":","0","8.03.2022"
"CA-PHC-APN-101-2018                                                                                                                          Page 3 of 10","","","",""
"08/03/2022","","","",""
"IJ-10-22","","","",""
