"1","0.","Prof. K.R.R. Mahanama,"
"","","Dean, Faculty of Science."
"1","1.","Prof. Nayani Melegoda,"
"","","Dean, Faculty of Graduate Studies."
"1","2.","Prof. Janaka de Silva."
"1","3.","Prof. J.K.D.S. Jayanetti."
"1","4.  Mr. Rajan Asirwatham.",""
"1","5.","Dr. Harsha Cabral P.C."
"1","6.  Mr. Tilak Karunaratne.",""
"1","7.  Mr. Nigel Hatch P.C.",""
"1","8.","Prof. Lakshman Ratnayake"
"1","9.","Dr. (Mrs.) Ranee Jayamaha."
"2","0.  Mr. Jehan Prasanna Amaratunga.",""
"2","1.  Mr. J.M. Swaminathan.",""
"2","2.","Prof. Rohan Jayasekera."
"2","3.  Mrs. C. Mubarak.",""
