"15.","Prof. Mohan de Silva"
"","15A. Prof. Vajira Weerasinghe"
"16.","Prof. N.R. de Silva"
"17.","Prof. Upul B. Dissanayake"
"","17A. Prof. S.G. Yasawardene"
"18.","Dr. K.T. Sundaresan"
"","18A. Prof. W.M. Tilakaratne"
"19.","Prof. S.H. Siribaddana"
"20.","Prof. Malkanthi Chandrasekera"
"","20A. Prof. Antoinette Perera"
"21.","Prof. Abdul Hussain"
"","21A. Prof. P.S.Wijesinghe"
"22.","Prof. Senaka Rajapakse"
"","22A. Dr. Mahanama Gunasekera"
"23.","Prof. Nandadeva Samarasekera"
"24.","Prof. (Ms) Ranjanie Gamage"
"25.","Dr. Harsha Cabral P.C."
"26.","Dr. S. Raviraj"
"27.","Mr. Ranjan Asirwatham"
"28.","Mr. C. Maliyadde"
"","28A. Prof. Lakshman Ratnayake"
"29.","Dr. Lakshmi Somathunga"
"30.","Dr. J.M.W. Jayasundara Bandara"
"31.","Dr.  Sunil De Alwis"
"32.","Prof. P.R. Fernando"
"","32A. V.P. Wickramasinghe"
"33.","Prof. P.V.R. Kumarasiri"
"","33A. Dr. G.S.S.R. Dias"
"34.","Prof. I.M.R. Goonewardena"
"","34A. Dr. K. Muhunthan"
"35.","Dr. (Mrs) T.S. Navaratnarajah"
"","35A. Prof. Deepaka Weerasekera"
"36.","Prof. Dulani Gunasekera"
"","36A. Prof. A.P. De Silva"
"37.","Dr. S.S. Williams"
"","37A. Dr. J.A.V.P. Jayasinghe"
"38.","Prof. (Ms)S.L. Ekanayake"
"","38A. Dr. M. Thirukumar"
"39.","Dr. A.N. Arulpragasam"
"40.","Dr. S.P.B. Thalgaspitiya"
