"","IN THE COURT OF APPEAL OF THE DEMOCRATIC SOCIALIST","","","","",""
"","REPUBLIC OF SRI LANKA","","","","",""
"","In the matter of an application for mandates in","","","","",""
"","the nature of Writs of certiorari and prohibition","","","","",""
"of  Article","140","of","the","constitution","of","the"
"","Democratic Socialist Republic of Sri Lanka","","","","",""
"S","ena Mills Refineries (Pvt) Limited,","","","","",""
"","No. 40, New Kelani Bridge Road,","","","","",""
"","Orugodawatte.","","","","",""
"C.A. Writ 484/2015                                                                                            PETITIONER","","","","","",""
"","Vs.","","","","",""
"","1.  Chulananda Perera,","","","","",""
"","Director-General of Customs,","","","","",""
"","Customs House,","","","","",""
"","Colombo 11.","","","","",""
"","(substituted 1A Respondent)","","","","",""
"","1A.   P. S. M. Charles,","","","","",""
"","Director-General of Customs,","","","","",""
"","Customs House,","","","","",""
"","Colombo 11.","","","","",""
"","1B.   Maj. Gen. (Retd.) Vijitha Ravipriya,","","","","",""
"","Director-General of Customs,","","","","",""
"","Customs House,","","","","",""
"","Colombo 11.","","","","",""
"","(substituted 1B Respondent)","","","","",""
"","","","","","Page 1 of 6",""
