"4.","Mr L.W.S. Kularatne, Dean, Faculty of Training"
"","Technology, University of Vocational Technology,"
"","No.100, Kandawala, Ratmalana."
"5.","Ms T.K. Malwatta, University of Vocational"
"","Technology, No.100, Kandawala, Ratmalana."
"6
.","Mr. S.P.A.R.S. Jayanthilaka, University of Vocational"
"","Technology, No.100, Kandawala, Ratmalana."
"7
.","Mr P. Ranepura, Secretary, Ministry of Skills"
"","Development and Vocational Training,"
"","“Nipunatha Piyasa”, No.354/2, Narahenpita."
"8
.","Mr C. Jayasooriya,"
"Additional Director General,",""
"","Department of Trade and investment policy of the"
"","Ministry of Finance and Mass Media, the Secretariat,"
"","Colombo 01."
"9
.","Mr D.C. Dissanayake,"
"","Secretary,"
"","Ministry of Higher Education and Highways,"
"","No. 18, Ward Place, Colombo 07."
"1
0.","Ms P.N.K. Malalasekera, Director General,"
"Department of Technical Education and Training,",""
"","Olcott Mawatha, Colombo 10."
"1
1.","Eng. Lionel Pinto,"
