"","Respondent-Petitioner-"
"","Respondents"
"Before:","Prasantha De Silva, J."
"","K.K.A.V. Swarnadhipathi, J."
"Counsel:","Chamara Nanayakkarawasam AAL with Dinuka Fernando AAL, for the"
"","Applicant-Respondent-Appellant"
"","Samantha  Vitharana  AAL  with  Hiranya 
Fernando  AAL 
for 
the"
"","Respondent-Petitioner-Respondents"
"Written Submissions:","Written  submissions  filed  on  25.05.2023  by  Applicant-Respondent-"
"","Appellant"
"filed on",""
"","Written  submissions  filed  on  22.05.2023  by  Respondent-Petitioner-"
"","Respondents"
"","Parties agreed to dispose the matter by way of written submissions"
"Delivered on:","28.08.2023"
