"","","T
he Hon. Attorney General",""
"","","Attorney General's Department",""
"","","Colombo-12",""
"","","COMPLAINANT-RESPONDENT",""
"BEFORE",":","Sampath B. Abayakoon, J.",""
"","","P. Kumararatnam,J.",""
"COUNSEL                    :","","Widura Ranawake with M. Warnapura for",""
"","","the 1st and 2nd Appellants.",""
"","","Shanaka Ranasinghe, PC with",""
"","","N. Mihindukulasuriya for the 3rd Appellant.",""
"","","Anil Silva, PC for the 4th Appellant.",""
"","","Harippriya Jayasundara, ASG with",""
"","","C. Mahawaduge, SC for the Respondent.",""
"A
RGUED ON",":","02/08/2022 and 08/08/2022",""
"D
ECIDED ON",":","23/09/2022",""
"","","***************************",""
"","","","2 | P a g e"
