"","INFORMANT-6th RESPONDENT"
"","-6th RESPONDENT"
"Before:","Prasantha De Silva, J."
"","K.K.A.V. Swarnadhipathi, J."
"Counsel:","Hirosha Munasinghe AAL for the 2nd Party-2nd Respondent-Petitioner-"
"","Appellant"
"","Dr Sunil Cooray with Diana S. Rodrigo AAL for the 1st Party-1st,2nd,3rd"
"","and 4th Respondent-Respondents"
"Written Submissions:","03.02.2021 for the 2nd Party-2nd Respondent-Petitioner-Appellant"
"filed on","21.02.2023 for the 1st,2nd,3rd and 4th Respondent-Respondents"
"Delivered on:","06.04.2023"
