"","04.The Hon. Attorney General,"
"","Attorney General’s Department,"
"","Colombo 12."
"","4TH RESPONDENT-RESPONDENT"
"Before",": Sampath B. Abayakoon, J."
"",": P. Kumararatnam, J."
"Counsel",": M.M. Zuhair, P.C. with Anjana Ratnasiri and Rizwan"
"","Uwaiz for the Petitioner instructed by Shirin Miskin."
": Harsha Amarasekara, P.C. with Shehan",""
"","Gunawardena and Akalanka Ukwatta, Ransith"
"","Gunawardena for the 3rd Respondent."
"",": Damithri De Silva, S.S.C., for the 1st and 4th"
"","Respondents."
"Argued on",": 06-02-2024"
"Written Submissions",": 15-02-2024 (By the Absolute owner-Claimant-"
"","Petitioner-Respondent)"
"",": 13-01-2023 (By the Complainant-Claimant-"
"","3rd Respondent-Petitioner)"
"Decided on",": 17-05-2024"
"","Page 5 of 14"
